after_follower,birth_date,collaboration,death_date,display_name,first,fullname,irn,last,middle,nationality,organization,party_type,role,ulan:id,ulan:name
,1636,,1700,"Masson, Antoine",,"Masson, Antoine",613,"Masson, Antoine",,,,ULAN,Artist,,"Masson, Antoine"
,1933,,,"Di Suvero, Mark",Mark,Mark Di Suvero,613062,Di Suvero,,,,Ulan,Artist,500013375,"Di Suvero, Mark"
,1825,,1894,"Inness, George",George,George Inness,613067,Inness,,,,Ulan,Artist,500013380,"Inness, George"
,1721,,1796,"Habermann, Franz Xaver",Franz,Franz X. Habermann,613102,Habermann,Xaver,,,Ulan,Artist,500013416,"Habermann, Franz Xaver"
,1862,,1928,"Davies, Arthur Bowen",Arthur,Arthur B. Davies,613149,Davies,Bowen,,,Ulan,Artist,500013464,"Davies, Arthur Bowen"
,1851,,1934,"Schuffenecker, Claude Emile",Claude,Claude E. Schuffenecker,613155,Schuffenecker,Emile,,,Ulan,Artist,500013470,"Schuffenecker, Claude Emile"
,1472,,1540,"Schäufelein, Hans, the elder",,,613191,,,,,Ulan,Artist,500013506,"Schäufelein, Hans, the elder"
,1804,,1888,"Redgrave, Richard",Richard,Richard Redgrave,613214,Redgrave,,,,Ulan,Artist,500013531,"Redgrave, Richard"
,1933,,,"Gilliam, Sam",Sam,Sam Gilliam,613253,Gilliam,,,,Ulan,Artist,500013570,"Gilliam, Sam"
,1820,,,"Cameron, James",James,James Cameron,613329,Cameron,,,,Ulan,Artist,500013647,"Cameron, James"
,1930,,1998,"D'Arcangelo, Allan",Allan,Allan D'Arcangelo,613330,D'Arcangelo,,,,Ulan,Artist,500013648,"D'Arcangelo, Allan"
,1867,,1944,"Schofield, Walter Elmer",Walter,Walter E. Schofield,613342,Schofield,Elmer,,,Ulan,Artist,500013660,"Schofield, Walter Elmer"
,1857,,1920,"Laer, Alexander Theobald van",Alexander,Alexander T. Laer,613421,Laer,Theobald van,,,Ulan,Artist,500013739,"Laer, Alexander Theobald van"
,1616,,1680,"Bol, Ferdinand",Ferdinand,Ferdinand Bol,613446,Bol,,,,Ulan,Artist,500013764,"Bol, Ferdinand"
,1923,,2004,"Avedon, Richard",Richard,Richard Avedon,613455,Avedon,,,,Ulan,Artist,500013773,"Avedon, Richard"
,1631,,1685,"Roos, Johann Heinrich",Johann,Johann H. Roos,613518,Roos,Heinrich,,,Ulan,Artist,500013837,"Roos, Johann Heinrich"
,1747,,1821,"Farington, Joseph",Joseph,Joseph Farington,613557,Farington,,,,Ulan,Artist,500013876,"Farington, Joseph"
,1870,,1938,"Barlach, Ernst",Ernst,Ernst Barlach,613621,Barlach,,,,Ulan,Artist,500013940,"Barlach, Ernst"
,1900,,1983,"Yunkers, Adja",Adja,Adja Yunkers,613648,Yunkers,,,,Ulan,Artist,500013967,"Yunkers, Adja"
,1893,,1983,"Miró, Joan",Jo,Jo á. Miró,613769,Miró,án,,,Ulan,Artist,500014094,"Miró, Joan"
,1782,,1842,"Cotman, John Sell",John,John S. Cotman,613778,Cotman,Sell,,,Ulan,Artist,500014103,"Cotman, John Sell"
,1835,,1898,"Thom, James Crawford",James,James C. Thom,613901,Thom,Crawford,,,Ulan,Artist,500014226,"Thom, James Crawford"
,1855,,1942,"Beaux, Cecilia",Cecilia,Cecilia Beaux,614,Beaux,,,,ULAN,Artist,,"Beaux, Cecilia"
,1894,,1984,"Hugo, Jean",Jean,Jean Hugo,614115,Hugo,,,,Ulan,Artist,500014444,"Hugo, Jean"
,1833,,1905,"Richards, William Trost",William,William T. Richards,614126,Richards,Trost,,,Ulan,Artist,500014455,"Richards, William Trost"
,1937,,,"Mangold, Robert",Robert,Robert Mangold,614153,Mangold,,,,Ulan,Artist,500014482,"Mangold, Robert"
,1893,,1959,"Grosz, George",George,George Grosz,614226,Grosz,,,,Ulan,Artist,500014558,"Grosz, George"
,1566,,1638,"Wtewael, Joachim Anthonisz",Joachim,Joachim A. Wtewael,614310,Wtewael,Anthonisz,,,Ulan,Artist,500014644,"Wtewael, Joachim Anthonisz"
,1871,,1951,"Sloan, John",John,John Sloan,614311,Sloan,,,,Ulan,artist,500014645,"Sloan, John"
,1832,,1896,"Munsch, Josef",Josef,Josef Munsch,614322,Munsch,,,,Ulan,Artist,500014657,"Munsch, Josef"
,1851,,1927,"Adams, John Ottis",John,John O. Adams,614379,Adams,Ottis,,,Ulan,Artist,500014715,"Adams, John Ottis"
,1753,,1839,"Beechey, William",William,William Beechey,614448,Beechey,,,,Ulan,Artist,500014785,"Beechey, William"
,1892,,1966,"Lurçat, Jean",Jean,Jean Lurçat,614508,Lurçat,,,,Ulan,Artist,500014846,"Lurçat, Jean"
,1868,,1940,"Vuillard, Edouard",Edouard,Edouard Vuillard,614616,Vuillard,,,,Ulan,Artist,500014954,"Vuillard, Edouard"
,1640,,1711,"Bérain, Jean, I",Jean,"Jean ,. Bérain",614686,Bérain,", I",,,Ulan,Artist,500015026,"Bérain, Jean, I"
,1854,,1913,"Latouche, Gaston de",Gaston,Gaston d. Latouche,614701,Latouche,de,,,Ulan,Artist,500015041,"Latouche, Gaston de"
,1932,,,"Okamura, Arthur",Arthur,Arthur Okamura,614726,Okamura,,,,Ulan,Artist,500015067,"Okamura, Arthur"
,1765,,1822,"Rullmann, Ludwig",Ludwig,Ludwig Rullmann,614738,Rullmann,,,,Ulan,Artist,500015079,"Rullmann, Ludwig"
,1870,,1945,"Zuloaga, Ignacio",Ignacio,Ignacio Zuloaga,614750,Zuloaga,,,,Ulan,Artist,500015091,"Zuloaga, Ignacio"
,1872,,1955,"Vonnoh, Bessie Potter",Bessie,Bessie P. Vonnoh,614762,Vonnoh,Potter,,,Ulan,Artist,500015103,"Vonnoh, Bessie Potter"
,1667,,1749,"Magnasco, Alessandro",Alessandro,Alessandro Magnasco,614763,Magnasco,,,,Ulan,Artist,500015104,"Magnasco, Alessandro"
,1926,,,"Moses, Ed",Ed,Ed Moses,614771,Moses,,,,Ulan,Artist,500015112,"Moses, Ed"
,1893,,1967,"Burchfield, Charles Ephraim",Charles,Charles E. Burchfield,614847,Burchfield,Ephraim,,,Ulan,Artist,500015189,"Burchfield, Charles Ephraim"
,1748,,1827,"Holloway, Thomas",Thomas,Thomas Holloway,614850,Holloway,,English,,Ulan,Artist,500015192,"Holloway, Thomas"
,1906,,1965,"Smith, David",David,David Smith,615056,Smith,,,,Ulan,Artist,500015402,"Smith, David"
,1928,,,"Indiana, Robert",Robert,Robert Indiana,615130,Indiana,,,,Registration-Verified,Artist,500015478,"Indiana, Robert"
,,,,William Richardson,,,615172,,,,,ULAN,Artist,500015522,William Richardson
,1855,,1938,"Menpes, Mortimer L.",Mortimer,Mortimer L. Menpes,615199,Menpes,L.,,,Ulan,Artist,500015549,"Menpes, Mortimer L."
,1645,,1708,"Hooghe, Romeyn de",Romeyn,Romeyn d. Hooghe,615302,Hooghe,de,,,Ulan,Artist,500015656,"Hooghe, Romeyn de"
,1938,,1973,"Smithson, Robert",Robert,Robert Smithson,615398,Smithson,,,,Ulan,Artist,500015753,"Smithson, Robert"
,1718,,1779,"Chippendale, Thomas",Thomas,Thomas Chippendale,615413,Chippendale,,,,Ulan,Artist,500015768,"Chippendale, Thomas"
,1891,,1972,"Buchholz, Erich",Erich,Erich Buchholz,615432,Buchholz,,,,Ulan,Artist,500015787,"Buchholz, Erich"
,1866,,1915,"Hart Nibbrig, Ferdinand",Ferdinand,Ferdinand Hart Nibbrig,615584,Hart Nibbrig,,,,Ulan,Artist,500015942,"Hart Nibbrig, Ferdinand"
,1557,,1622,"Bassano, Leandro",Leandro,Leandro Bassano,615587,Bassano,,,,Ulan,Artist,500015945,"Bassano, Leandro"
,1822,,1894,"Cain, Auguste Nicolas",Auguste,Auguste N. Cain,615605,Cain,Nicolas,,,Ulan,Artist,500015964,"Cain, Auguste Nicolas"
School of,1510,,1572,"Clouet, François",François,François Clouet,615618,Clouet,,,,Ulan,Artist,500015977,"Clouet, François"
,1849,,1921,"Thayer, Abbott Handerson",Abbott,Abbott H. Thayer,615641,Thayer,Handerson,,,Ulan,Artist,500016002,"Thayer, Abbott Handerson"
,1800,,1927,"Harding, John L.",John,John L. Harding,615672,Harding,L,,,Ulan,Artist,500016033,"Harding, John L."
,1859,,1921,"Strang, William",William,William Strang,615696,Strang,,,,Ulan,Artist,500016057,"Strang, William"
,1808,,1894,"Werner, Carl Friedrich Heinrich",Carl,Carl F. Werner,615726,Werner,Friedrich Heinrich,,,Ulan,Artist,500016087,"Werner, Carl Friedrich Heinrich"
,1537,,1612,"Galle, Philip",Philip,Philip Galle,615774,Galle,,,,Ulan,Artist,500016136,"Galle, Philip"
,1856,,1914,"Maurin, Charles",Charles,Charles Maurin,615824,Maurin,,,,Ulan,Artist,500016190,"Maurin, Charles"
,1877,,1932,"Choultsé, Ivan",Ivan,Ivan Choultsé,615859,Choultsé,,,,Ulan,Artist,500016225,"Choultsé, Ivan"
,1502,,1567,"Foschi, Pier Francesco",Pier,Pier F. Foschi,615892,Foschi,Francesco,,,Ulan,Artist,500016258,"Foschi, Pier Francesco"
,1812,,1888,"Lear, Edward",Edward,Edward Lear,615895,Lear,,,,Ulan,Artist,500016261,"Lear, Edward"
,1856,,1943,"Birch, Reginald Bathurst",,"Birch, Reginald Bathurst",616,"Birch, Reginald Bathurst",,,,ULAN,Artist,,"Birch, Reginald Bathurst"
,1877,,1969,"Hopkins, James Roy",James,James R. Hopkins,616018,Hopkins,Roy,,,Ulan,Artist,500016388,"Hopkins, James Roy"
,1762,,1853,"Fontaine, Pierre François Léonard",Pierre,Pierre F. Fontaine,616019,Fontaine,François Léonard,,,Ulan,Artist,500016389,"Fontaine, Pierre François Léonard"
,1890,,1972,"Matulka, Jan",Jan,Jan Matulka,616038,Matulka,,,,Ulan,Artist,500016408,"Matulka, Jan"
,1915,,1991,"Motherwell, Robert",Robert,Robert Motherwell,616045,Motherwell,,,,Ulan,Artist,500016415,"Motherwell, Robert"
,1816,,1879,"Rimmer, William",William,William Rimmer,616046,Rimmer,,,,Ulan,Artist,500016416,"Rimmer, William"
,1710,,1775,"Babel, Pierre Edme",Pierre,Pierre E. Babel,616048,Babel,Edme,,,Ulan,Artist,500016418,"Babel, Pierre Edme"
,1922,,1996,"Blaine, Nell",Nell,Nell Blaine,616086,Blaine,,,,Ulan,Artist,500016457,"Blaine, Nell"
,1785,,1851,"Audubon, John James",John,John J. Audubon,616206,Audubon,James,,,Ulan,Artist,500016578,"Audubon, John James"
,1426,,1487,"Baldini, Baccio",Baccio,Baccio Baldini,616231,Baldini,,,,Ulan,Artist,500016603,"Baldini, Baccio"
,1859,,1940,"Poore, Henry Rankin",Henry,Henry R. Poore,616293,Poore,Rankin,,,Ulan,Artist,500016666,"Poore, Henry Rankin"
,1498,,1574,"Heemskerck, Maerten van",Maerten,Maerten v. Heemskerck,616326,Heemskerck,van,,,Ulan,Artist,500016699,"Heemskerck, Maerten van"
,1867,,1945,"Kollwitz, Käthe",K,K ä. Kollwitz,616377,Kollwitz,äthe,,,Ulan,Artist,500016751,"Kollwitz, Käthe"
,1849,,1920,"Lippincott, William Henry",William,William H. Lippincott,616429,Lippincott,Henry,American,,Ulan,Artist,500016805,"Lippincott, William Henry"
Circle of,1759,,1833,"Monro, Thomas",Thomas,Thomas Monro,616494,Monro,,,,Ulan,Artist,500016870,"Monro, Thomas"
,1916,,,"Andersen, Mogens Helge Thestrup",Mogens,Mogens H. Andersen,616496,Andersen,Helge Thestrup,,,Ulan,Artist,500016872,"Andersen, Mogens Helge Thestrup"
Follower of,1599,,1660,"Velázquez, Diego",Diego,Diego Velázquez,616505,Velázquez,,,,Ulan,Artist,500016881,"Velázquez, Diego"
,1884,,1966,"Meidner, Ludwig",Ludwig,Ludwig Meidner,616510,Meidner,,German,,Ulan,Artist,500016886,"Meidner, Ludwig"
,1624,,1685,"Lutma, Janus, the younger",Janus,"Janus ,. Lutma",616526,Lutma,", the younger",,,Ulan,Artist,500016902,"Lutma, Janus, the younger"
,1932,,,"Rockburne, Dorothea",Dorothea,Dorothea Rockburne,616634,Rockburne,,,,Ulan,Artist,500017012,"Rockburne, Dorothea"
,1849,,1938,"Rohlfs, Christian",Christian,Christian Rohlfs,616635,Rohlfs,,,,Ulan,Artist,500017013,"Rohlfs, Christian"
,1824,,1887,"Carrier-Belleuse, Albert-Ernest",Albert-Ernest,Albert-Ernest Carrier-Belleuse,616665,Carrier-Belleuse,,,,Ulan,Artist,500017043,"Carrier-Belleuse, Albert-Ernest"
,1689,,1741,"Schübler, Johann Jacob",Johann,Johann J. Schübler,616714,Schübler,Jacob,,,Ulan,Artist,500017094,"Schübler, Johann Jacob"
,1714,,1777,"Fessard, Etienne",Etienne,Etienne Fessard,616829,Fessard,,,,Ulan,Artist,500017211,"Fessard, Etienne"
,1937,,,"Hockney, David",David,David Hockney,616887,Hockney,,,,Ulan,Artist,500017273,"Hockney, David"
,1837,,1922,"Bouguereau, Elizabeth Jane Gardner",Elizabeth,Elizabeth J. Bouguereau,616985,Bouguereau,Jane Gardner,  ,,Ulan,Artist,500017372,"Bouguereau, Elizabeth Jane Gardner"
,1814,,1889,"Brown, George Loring",,"Brown, George Loring",617,"Brown, George Loring",,,,ULAN,Artist,,"Brown, George Loring"
,1769,,1821,"Edridge, Henry",Henry,Henry Edridge,617019,Edridge,,English,,Ulan,Artist,500017407,"Edridge, Henry"
,1878,,1961,"Fiske, Gertrude",Gertrude,Gertrude Fiske,617116,Fiske,,,,Ulan,Artist,500017507,"Fiske, Gertrude"
,1617,,1681,"Terborch, Gerard, II",,,617120,,,,,Ulan,Artist,500017511,"Terborch, Gerard, II"
,1858,,1928,"Toorop, Jan",Jan,Jan Toorop,617142,Toorop,,,,Ulan,Artist,500017535,"Toorop, Jan"
,1955,,,"Rollins, Tim",Tim,Tim Rollins,617236,Rollins,,,,Ulan,Artist,500017633,"Rollins, Tim"
,1820,,1910,"Whittredge, Worthington",Worthington,Worthington Whittredge,617242,Whittredge,,,,Ulan,Artist,500017639,"Whittredge, Worthington"
,1920,,2011,"Tooker, George",George,George Tooker,617259,Tooker,,,,Ulan,Artist,500017656,"Tooker, George"
,1730,,1771,"Weirotter, Franz Edmund",Franz,Franz E. Weirotter,617290,Weirotter,Edmund,,,Ulan,Artist,500017688,"Weirotter, Franz Edmund"
,1915,,,"Levine, Jack",Jack,Jack Levine,617326,Levine,,,,Ulan,Artist,500017725,"Levine, Jack"
,1871,,1935,"Peploe, Samuel John",Samuel,Samuel J. Peploe,617360,Peploe,John,,,Ulan,Artist,500017759,"Peploe, Samuel John"
,1900,,1977,"Wilson, Ellis",Ellis,Ellis Wilson,617427,Wilson,,,,Ulan,artist,500017827,"Wilson, Ellis"
,1728,,1821,"Pether, William",William,William Pether,617603,Pether,,,,Ulan,Artist,500018007,"Pether, William"
,1859,,1935,"Hassam, Childe",Childe,Childe Hassam,617684,Hassam,,,,Ulan,Artist,500018088,"Hassam, Childe"
,1916,,1992,"Pousette-Dart, Richard",Richard,Richard Pousette-Dart,617749,Pousette-Dart,,,,Ulan,Artist,500018154,"Pousette-Dart, Richard"
,1940,,,"Snyder, Joan",Joan,Joan Snyder,617815,Snyder,,,,Ulan,Artist,500018221,"Snyder, Joan"
,1691,,1765,"Panini, Giovanni Paolo",Giovanni,Giovanni P. Panini,617889,Panini,Paolo,,,Ulan,Artist,500018296,"Panini, Giovanni Paolo"
,1783,,1852,"Prout, Samuel",Samuel,Samuel Prout,617925,Prout,,,,Ulan,Artist,500018332,"Prout, Samuel"
,1914,,1958,"Fredenthal, David",David,David Fredenthal,617931,Fredenthal,,,,Ulan,Artist,500018338,"Fredenthal, David"
,1608,,1681,"Stoop, Dirck",Dirck,Dirck Stoop,617988,Stoop,,,,Ulan,Artist,500018396,"Stoop, Dirck"
,,,,"Roybet, Ferdinand Léon Victor",,"Roybet, Ferdinand Léon Victor",618,"Roybet, Ferdinand Léon Victor",,,,ULAN,Artist,,"Roybet, Ferdinand Léon Victor"
,1894,,1978,"Rockwell, Norman",Norman,Norman Rockwell,618093,Rockwell,,,,Ulan,Artist,500018505,"Rockwell, Norman"
,1871,,2030,"Paschke, Ed",Ed,Ed Paschke,618108,Paschke,,American,,Ulan,Artist,500018520,"Paschke, Ed"
,1829,,1901,"Moran, Edward",Edward,Edward Moran,618387,Moran,,,,Ulan,Artist,500018805,"Moran, Edward"
,1927,,,"Larsen, Jack Lenor",Jack,Jack L. Larsen,618404,Larsen,Lenor,,,Ulan,Artist,500018823,"Larsen, Jack Lenor"
,1921,,2012,"Neiman, LeRoy",LeRoy,LeRoy Neiman,618423,Neiman,,,,Ulan,Artist,500018842,"Neiman, LeRoy"
,1878,,1961,"John, Augustus Edwin",Augustus,Augustus E. John,618473,John,Edwin,,,Ulan,Artist,500018892,"John, Augustus Edwin"
,1440,,1525,Master of the Dresden Prayerbook,,Master of the Dresden Prayerbook,618497,Master of the Dresden Prayerbook,,Flemish,,Ulan,Artist,500018916,Master of the Dresden Prayerbook
,1923,,,"Green, Jasha",Jasha,Jasha Green,618506,Green,,,,Ulan,Artist,500018925,"Green, Jasha"
,1800,,1870,"Pyne, James Baker",James,James B. Pyne,618518,Pyne,Baker,,,Ulan,Artist,500018937,"Pyne, James Baker"
,1610,,1664,"Della Bella, Stefano",Stefano,Stefano Della Bella,618546,Della Bella,,,,Ulan,Artist,500018966,"Della Bella, Stefano"
,1417,,1491,Domenico di Michelino,,Domenico di Michelino,618567,Domenico di Michelino,,,,Ulan,Artist,500018988,Domenico di Michelino
,1760,,1826,"Garrard, George",George,George Garrard,618618,Garrard,,,,Ulan,Artist,500019039,"Garrard, George"
,1767,,1842,"Bertin, Jean Victor",Jean,Jean V. Bertin,618619,Bertin,Victor,,,Ulan,Artist,500019040,"Bertin, Jean Victor"
,1881,,1919,"Lehmbruck, Wilhelm",Wilhelm,Wilhelm Lehmbruck,618634,Lehmbruck,,,,Ulan,Artist,500019056,"Lehmbruck, Wilhelm"
,1901,,1985,"Dubuffet, Jean",Jean,Jean Dubuffet,618691,Dubuffet,,,,Ulan,Artist,500019113,"Dubuffet, Jean"
,1739,,1797,"Hall, John",John,John Hall,618721,Hall,,English,,Ulan,Artist,500019144,"Hall, John"
,1870,,1956,"Hoffmann, Josef Franz Maria",Josef,Josef F. Hoffmann,618753,Hoffmann,Franz Maria,,,Ulan,artist,500019177,"Hoffmann, Josef Franz Maria"
,1836,,1910,"Homer, Winslow",Winslow,Winslow Homer,618778,Homer,,,,Ulan,Artist,500019202,"Homer, Winslow"
Workshop of,1431,,1516,"Bellini, Giovanni",Giovanni,Giovanni Bellini,618820,Bellini,,,,Ulan,Artist,500019244,"Bellini, Giovanni"
,1713,,1784,"Ramsay, Allan",Allan,Allan Ramsay,618877,Ramsay,,,,Ulan,Artist,500019302,"Ramsay, Allan"
,1715,,1808,"Wille, Johann Georg",Johann,Johann G. Wille,618914,Wille,Georg,,,Ulan,Artist,500019339,"Wille, Johann Georg"
,1840,,1926,"Monet, Claude",Claude,Claude Monet,619056,Monet,,,,Ulan,Artist,500019484,"Monet, Claude"
,1605,,1675,"Ricchi, Pietro",Pietro,Pietro Ricchi,619060,Ricchi,,,,Ulan,Artist,500019488,"Ricchi, Pietro"
,1869,,1903,"Séguin, Armand",Armand,Armand Séguin,619074,Séguin,,,,Ulan,Artist,500019502,"Séguin, Armand"
,1876,,1955,"Dwight, Mabel",Mabel,Mabel Dwight,619110,Dwight,,,,Ulan,Artist,500019538,"Dwight, Mabel"
,1877,,1953,"Ullman, Eugene Paul",Eugene,Eugene P. Ullman,619150,Ullman,Paul,,,Ulan,Artist,500019579,"Ullman, Eugene Paul"
,1817,,1886,"Voltz, Friedrich",Friedrich,Friedrich Voltz,619195,Voltz,,,,Ulan,Artist,500019624,"Voltz, Friedrich"
Attributed to,1778,,1860,"Peale, Rembrandt",Rembrandt,Rembrandt Peale,619289,Peale,,,,Ulan,Artist,500019719,"Peale, Rembrandt"
,1821,,1872,"Duncanson, Robert Scott",Robert,Robert S. Duncanson,619338,Duncanson,Scott,,,Ulan,Artist,500019769,"Duncanson, Robert Scott"
,1875,,1976,"Walter, Martha",Martha,Martha Walter,619401,Walter,,,,Ulan,Artist,500019832,"Walter, Martha"
,1917,,2007,"Sottsass, Ettore",Ettore,Ettore Sottsass,619404,Sottsass,,,,Registration-Verified,Artist,500019835,"Sottsass, Ettore"
,1932,,,"Caponigro, Paul",Paul,Paul Caponigro,619478,Caponigro,,,,Ulan,Artist,500019913,"Caponigro, Paul"
,1924,,,"Frank, Robert Louis",Robert,Robert L. Frank,619481,Frank,Louis,  ,,Ulan,Artist,500019916,"Frank, Robert Louis"
,1812,,1867,"Rousseau, Théodore",Th,Th é. Rousseau,619509,Rousseau,éodore,,,Ulan,Artist,500019946,"Rousseau, Théodore"
,1877,,1958,"Morino, Edmund Pick",Edmund,Edmund P. Morino,619537,Morino,Pick,,,Ulan,Artist,500019974,"Morino, Edmund Pick"
,1949,,,"Butterfield, Deborah",Deborah,Deborah Butterfield,619563,Butterfield,,,,Ulan,Artist,500020000,"Butterfield, Deborah"
,1931,,,"Morris, Robert",Robert,Robert Morris,619603,Morris,,,,Ulan,Artist,500020041,"Morris, Robert"
,1893,,1962,"Mauny, Jacques",Jacques,Jacques Mauny,619705,Mauny,,,,Ulan,Artist,500020145,"Mauny, Jacques"
,1808,,1876,"Last, Carel Christiaan Antony",Carel,Carel C. Last,619767,Last,Christiaan Antony,,,Ulan,Artist,500020210,"Last, Carel Christiaan Antony"
,1629,,1684,"Hooch, Pieter de",Pieter,Pieter d. Hooch,619785,Hooch,de,,,Ulan,Artist,500020229,"Hooch, Pieter de"
,1944,,,"Steinbach, Haim",Haim,Haim Steinbach,619823,Steinbach,,,,Ulan,Artist,500020268,"Steinbach, Haim"
,1611,,1684,Muan Xingtao,,Muan Xingtao,6199,Muan Xingtao,,,,Registration-Verified,Artist,,
,1903,,1972,"Zerbe, Karl",Karl,Karl Zerbe,619944,Zerbe,,,,Ulan,Artist,500020391,"Zerbe, Karl"
,1883,,1959,Wayman Adams,Wayman,Wayman Adams,620,Adams,,,,Ulan,Artist,500030771,Wayman Adams
,1805,,1881,"Palmer, Samuel",Samuel,Samuel Palmer,620004,Palmer,,,,Ulan,Artist,500020452,"Palmer, Samuel"
,1715,,1780,"Varotti, Giuseppe",Giuseppe,Giuseppe Varotti,620007,Varotti,,,,Ulan,Artist,500020455,"Varotti, Giuseppe"
,1936,,,"Winner, Gerd",Gerd,Gerd Winner,620011,Winner,,,,Ulan,Artist,500020459,"Winner, Gerd"
,1776,,1838,"Barker, Benjamin, II",Benjamin,"Benjamin ,. Barker",620065,Barker,", II",,,Ulan,Artist,500020514,"Barker, Benjamin, II"
,1913,,,"Marca-Relli, Conrad",Conrad,Conrad Marca-Relli,620073,Marca-Relli,,,,Ulan,Artist,500020522,"Marca-Relli, Conrad"
,1936,,,"Stella, Frank",Frank,Frank Stella,620084,Stella,,,,Ulan,Artist,500020533,"Stella, Frank"
,1887,,1975,"Chapin, James Ormsbee",James,James O. Chapin,620312,Chapin,Ormsbee,,,Ulan,Artist,500020765,"Chapin, James Ormsbee"
,1951,,,"Clough, Charles",Charles,Charles Clough,620323,Clough,,,,Ulan,Artist,500020777,"Clough, Charles"
,ca. 1494,,1533,Lucas van Leyden,,Lucas van Leyden,620335,Lucas van Leyden,,,,Ulan,Artist,500020789,Lucas van Leyden
,1609,,1645,"Bosschaert, Ambrosius, the younger",Ambrosius,"Ambrosius ,. Bosschaert",620388,Bosschaert,", the younger",,,Ulan,Artist,500020844,"Bosschaert, Ambrosius, the younger"
,1937,,,"Salt, John",John,John Salt,620422,Salt,,,,Ulan,Artist,500020879,"Salt, John"
,1861,,1918,"Maufra, Maxime",Maxime,Maxime Maufra,620435,Maufra,,,,Ulan,Artist,500020892,"Maufra, Maxime"
,1660,,1744,"Lepautre, Pierre",Pierre,Pierre Lepautre,620457,Lepautre,,,,Ulan,Artist,500020915,"Lepautre, Pierre"
,1889,,1954,"Ryan, Anne",Anne,Anne Ryan,620498,Ryan,,,,Ulan,Artist,500020957,"Ryan, Anne"
,1868,,1956,"Phillips, Bert Greer",Bert,Bert G. Phillips,620526,Phillips,Greer,,,Ulan,Artist,500020985,"Phillips, Bert Greer"
,1741,,1816,"Vinkeles, Reinier",Reinier,Reinier Vinkeles,620537,Vinkeles,,,,Ulan,Artist,500020996,"Vinkeles, Reinier"
,1818,,1910,"Haden, Seymour",Seymour,Seymour Haden,620545,Haden,,,,Ulan,Artist,500021004,"Haden, Seymour"
,1934,,,"Barnes, Robert M.",Robert,Robert M. Barnes,620548,Barnes,M,  ,,Ulan,Artist,500021007,"Barnes, Robert M."
,1609,,1685,Sassoferrato,,Sassoferrato,620606,Sassoferrato,,,,Ulan,Artist,500021065,Sassoferrato
,1591,,1632,"Boulogne, Valentin de",Valentin,Valentin d. Boulogne,620614,Boulogne,de,,,Ulan,Artist,500021073,"Boulogne, Valentin de"
,1619,,1679,"Marot, Jean, I",Jean,"Jean ,. Marot",620642,Marot,", I",,,Ulan,Artist,500021102,"Marot, Jean, I"
,1933,,,"Edelson, Mary Beth",Mary,Mary B. Edelson,620655,Edelson,Beth,,,Ulan,Artist,500021115,"Edelson, Mary Beth"
,1908,,2001,Balthus,,Balthus,620706,Balthus,,,,Ulan,Artist,500021167,Balthus
,1782,,1861,"Purcell, Edward",Edward,Edward Purcell,620718,Purcell,,English,,Ulan,Artist,500021179,"Purcell, Edward"
,1763,,1843,"Michel, Georges",Georges,Georges Michel,620736,Michel,,,,Ulan,Artist,500021197,"Michel, Georges"
,1802,,1889,"Tayler, John Frederick",John,John F. Tayler,620774,Tayler,Frederick,,,Ulan,Artist,500021236,"Tayler, John Frederick"
,1926,,,"Vickrey, Robert Remsen",Robert,Robert R. Vickrey,620936,Vickrey,Remsen,  ,,Ulan,Artist,500021398,"Vickrey, Robert Remsen"
,1868,,1919,"Hyde, Helen",,"Hyde, Helen",621,"Hyde, Helen",,,,ULAN,Artist,,"Hyde, Helen"
,1886,,1964,"Bissière, Roger",Roger,Roger Bissière,621022,Bissière,,,,Ulan,Artist,500021487,"Bissière, Roger"
,1922,,1985,"Gernreich, Rudi",Rudi,Rudi Gernreich,621040,Gernreich,,,,Ulan,Artist,500021505,"Gernreich, Rudi"
